skin_tone,nail_shape,nail_length,style_preference,occasion,recommended_design
neutral,coffin,short,bold,daily,French Classic
neutral,squoval,long,minimal,party,Terracotta Swirl
warm,oval,long,bold,daily,Glitter Gold
neutral,squoval,short,bold,party,Terracotta Swirl
cool,coffin,long,bold,wedding,Marble
cool,squoval,short,minimal,daily,Minimal Nude
warm,square,long,bold,daily,Glitter Gold
cool,round,medium,minimal,party,Korean Pink
neutral,square,short,bold,date,Cat Eye
cool,round,short,minimal,party,Minimal Nude
warm,stiletto,short,bold,daily,Minimal Nude
neutral,square,medium,classic,wedding,Korean Pink
cool,oval,long,classic,wedding,Korean Pink
warm,almond,short,classic,party,French Classic
warm,squoval,medium,bold,daily,Cat Eye
neutral,almond,long,classic,work,French Classic
warm,almond,medium,classic,daily,French Classic
cool,stiletto,medium,classic,date,Korean Pink
warm,square,medium,classic,work,French Classic
warm,almond,long,classic,wedding,Glitter Gold
warm,oval,long,minimal,work,Minimal Nude
neutral,stiletto,medium,bold,party,Terracotta Swirl
cool,square,medium,classic,work,Korean Pink
warm,coffin,short,minimal,wedding,Minimal Nude
warm,round,medium,classic,daily,French Classic
warm,coffin,long,minimal,wedding,Glitter Gold
neutral,oval,short,bold,party,Terracotta Swirl
neutral,squoval,short,classic,wedding,French Classic
cool,squoval,medium,classic,date,Korean Pink
cool,almond,long,classic,daily,Korean Pink
neutral,almond,short,minimal,daily,Minimal Nude
warm,squoval,long,bold,work,Cat Eye
warm,coffin,short,classic,date,French Classic
neutral,oval,long,bold,daily,Terracotta Swirl
warm,squoval,short,classic,wedding,French Classic
cool,round,short,classic,daily,French Classic
neutral,oval,long,minimal,daily,Minimal Nude
warm,oval,long,minimal,wedding,Glitter Gold
neutral,oval,short,minimal,date,Minimal Nude
neutral,almond,medium,bold,daily,Cat Eye
cool,square,long,classic,date,Korean Pink
neutral,almond,long,classic,date,Korean Pink
cool,almond,long,classic,date,Korean Pink
cool,oval,short,minimal,party,Korean Pink
cool,almond,medium,classic,party,Korean Pink
neutral,round,long,bold,date,Terracotta Swirl
warm,squoval,short,classic,work,French Classic
neutral,stiletto,long,classic,party,Terracotta Swirl
warm,squoval,short,minimal,work,Minimal Nude
cool,stiletto,medium,classic,work,Korean Pink
cool,round,medium,bold,wedding,Marble
warm,squoval,long,bold,daily,Glitter Gold
neutral,stiletto,long,bold,date,Terracotta Swirl
neutral,round,medium,bold,work,Cat Eye
warm,stiletto,short,bold,daily,Minimal Nude
cool,squoval,medium,minimal,work,Minimal Nude
warm,stiletto,long,minimal,party,Glitter Gold
warm,round,medium,bold,date,Cat Eye
neutral,round,short,classic,date,French Classic
warm,squoval,long,minimal,date,Minimal Nude
cool,square,long,classic,date,Korean Pink
neutral,squoval,short,bold,date,Cat Eye
neutral,stiletto,short,minimal,party,Minimal Nude
neutral,oval,long,bold,work,Cat Eye
cool,stiletto,medium,minimal,party,Korean Pink
warm,stiletto,long,bold,work,Cat Eye
warm,coffin,long,classic,party,Glitter Gold
warm,round,long,minimal,work,Minimal Nude
warm,round,long,bold,party,Glitter Gold
neutral,square,medium,classic,daily,French Classic
neutral,stiletto,long,classic,wedding,Korean Pink
cool,squoval,short,minimal,date,Minimal Nude
cool,almond,medium,bold,wedding,Marble
neutral,round,long,bold,party,Terracotta Swirl
cool,square,long,bold,party,Marble
cool,coffin,short,bold,date,Cat Eye
warm,coffin,short,classic,party,French Classic
warm,square,long,minimal,party,Glitter Gold
warm,round,short,minimal,date,Minimal Nude
cool,squoval,short,classic,work,French Classic
neutral,oval,long,classic,daily,French Classic
warm,square,short,bold,work,Minimal Nude
neutral,stiletto,medium,minimal,date,Minimal Nude
neutral,oval,short,classic,work,French Classic
warm,squoval,medium,classic,daily,Korean Pink
warm,coffin,medium,classic,wedding,Korean Pink
neutral,stiletto,medium,minimal,daily,Minimal Nude
cool,oval,medium,minimal,date,Korean Pink
cool,square,long,minimal,daily,Minimal Nude
neutral,squoval,long,minimal,wedding,Terracotta Swirl
cool,round,long,bold,wedding,Marble
cool,square,short,bold,date,Cat Eye
warm,oval,medium,minimal,wedding,Minimal Nude
neutral,oval,medium,classic,daily,French Classic
neutral,round,long,minimal,party,Terracotta Swirl
neutral,stiletto,short,minimal,work,Minimal Nude
cool,almond,medium,minimal,date,Korean Pink
warm,round,long,minimal,work,Minimal Nude
neutral,squoval,medium,bold,party,Terracotta Swirl
warm,almond,medium,minimal,work,Minimal Nude
warm,almond,medium,minimal,daily,Minimal Nude
neutral,stiletto,short,bold,daily,French Classic
warm,stiletto,medium,minimal,wedding,Minimal Nude
warm,square,short,classic,party,French Classic
neutral,coffin,short,classic,party,French Classic
cool,coffin,long,bold,date,Marble
warm,square,short,classic,wedding,French Classic
neutral,almond,medium,classic,date,Korean Pink
warm,almond,medium,classic,wedding,Korean Pink
warm,coffin,long,minimal,party,Glitter Gold
warm,almond,medium,classic,daily,French Classic
warm,square,short,bold,wedding,Glitter Gold
neutral,coffin,long,bold,wedding,Terracotta Swirl
cool,stiletto,long,minimal,work,Minimal Nude
neutral,stiletto,medium,classic,wedding,Korean Pink
neutral,round,medium,classic,wedding,Berry Jelly
warm,stiletto,long,bold,work,Terracotta Swirl
neutral,square,medium,minimal,date,Minimal Nude
cool,oval,medium,classic,date,Korean Pink
neutral,squoval,long,classic,party,Terracotta Swirl
neutral,almond,long,classic,party,Marble
warm,squoval,long,bold,daily,Glitter Gold
cool,almond,short,minimal,wedding,Korean Pink
warm,round,short,minimal,date,Minimal Nude
neutral,squoval,short,classic,party,French Classic
cool,squoval,medium,bold,wedding,Cat Eye
warm,almond,long,bold,party,Glitter Gold
neutral,round,medium,classic,wedding,Korean Pink
neutral,coffin,short,minimal,wedding,Minimal Nude
cool,almond,long,classic,date,Korean Pink
warm,square,medium,minimal,wedding,Minimal Nude
cool,stiletto,long,bold,work,Cat Eye
cool,round,short,bold,wedding,Marble
neutral,squoval,short,classic,date,French Classic
cool,stiletto,medium,minimal,wedding,Korean Pink
warm,square,short,bold,work,Minimal Nude
neutral,squoval,medium,bold,work,Cat Eye
cool,almond,short,bold,party,Marble
warm,almond,long,classic,date,Korean Pink
neutral,squoval,long,minimal,party,Terracotta Swirl
neutral,square,short,minimal,daily,Minimal Nude
warm,squoval,long,bold,party,Glitter Gold
warm,stiletto,long,bold,work,Glitter Gold
neutral,almond,medium,minimal,party,Terracotta Swirl
neutral,squoval,medium,minimal,work,Minimal Nude
cool,oval,short,minimal,party,Korean Pink
cool,coffin,medium,minimal,date,Korean Pink
neutral,stiletto,long,classic,work,French Classic
neutral,round,long,minimal,work,Minimal Nude
cool,coffin,medium,minimal,party,Korean Pink
neutral,round,medium,minimal,daily,Minimal Nude
cool,square,medium,classic,party,Korean Pink
warm,coffin,medium,minimal,party,Minimal Nude
cool,squoval,long,classic,daily,Korean Pink
neutral,almond,medium,classic,wedding,Korean Pink
cool,almond,medium,bold,wedding,Marble
cool,stiletto,long,bold,wedding,Marble
cool,stiletto,short,classic,party,Korean Pink
warm,stiletto,short,classic,party,French Classic
neutral,squoval,medium,minimal,wedding,Minimal Nude
warm,stiletto,medium,classic,party,Glitter Gold
cool,almond,medium,classic,work,Korean Pink
warm,square,medium,minimal,work,Cat Eye
warm,stiletto,short,bold,daily,Minimal Nude
cool,coffin,short,classic,wedding,Korean Pink
neutral,almond,short,minimal,wedding,Minimal Nude
cool,oval,long,classic,party,Korean Pink
cool,oval,short,bold,work,French Classic
cool,round,long,bold,daily,Cat Eye
warm,square,medium,minimal,date,Minimal Nude
warm,round,long,minimal,wedding,Glitter Gold
neutral,square,medium,minimal,daily,Minimal Nude
neutral,almond,long,bold,party,Terracotta Swirl
warm,round,long,minimal,wedding,Glitter Gold
neutral,squoval,medium,classic,party,Berry Jelly
cool,squoval,medium,classic,daily,French Classic
neutral,squoval,long,classic,daily,French Classic
cool,coffin,long,classic,party,Korean Pink
cool,almond,short,bold,date,Korean Pink
neutral,oval,medium,classic,wedding,Korean Pink
neutral,square,short,bold,date,French Classic
warm,coffin,short,bold,work,Minimal Nude
neutral,coffin,short,classic,party,French Classic
warm,square,medium,classic,work,French Classic
cool,oval,short,minimal,wedding,Korean Pink
warm,round,long,classic,party,Terracotta Swirl
cool,squoval,short,minimal,date,Minimal Nude
warm,square,medium,bold,date,Cat Eye
cool,squoval,medium,classic,work,French Classic
neutral,square,medium,minimal,daily,Minimal Nude
neutral,stiletto,long,minimal,work,Minimal Nude
cool,coffin,short,classic,daily,French Classic
neutral,coffin,long,classic,party,Terracotta Swirl
cool,squoval,medium,minimal,work,Minimal Nude
cool,round,long,bold,work,Korean Pink
neutral,square,short,classic,party,French Classic
neutral,stiletto,short,classic,work,French Classic
neutral,stiletto,long,classic,work,French Classic
cool,almond,long,classic,wedding,Korean Pink
neutral,round,long,bold,wedding,Terracotta Swirl
neutral,stiletto,short,minimal,date,Minimal Nude
cool,square,long,minimal,party,Marble
neutral,oval,short,bold,work,French Classic
warm,almond,short,classic,date,French Classic
neutral,round,long,bold,daily,Terracotta Swirl
warm,almond,short,classic,party,French Classic
warm,coffin,long,minimal,wedding,Glitter Gold
warm,coffin,long,classic,date,Korean Pink
warm,stiletto,short,bold,daily,Minimal Nude
neutral,square,short,classic,work,French Classic
warm,square,long,classic,daily,French Classic
warm,square,long,classic,wedding,Glitter Gold
warm,round,medium,minimal,daily,Minimal Nude
cool,square,short,classic,party,Korean Pink
neutral,coffin,short,minimal,date,Minimal Nude
neutral,squoval,medium,bold,date,Cat Eye
cool,square,medium,classic,party,Korean Pink
cool,square,medium,minimal,date,Korean Pink
warm,almond,long,minimal,work,Minimal Nude
neutral,stiletto,long,classic,wedding,Korean Pink
cool,square,long,minimal,date,Korean Pink
warm,round,medium,minimal,party,Minimal Nude
cool,coffin,long,minimal,daily,French Classic
neutral,almond,long,minimal,work,Minimal Nude
warm,stiletto,long,minimal,party,Glitter Gold
cool,stiletto,long,minimal,work,Minimal Nude
neutral,stiletto,medium,classic,party,Korean Pink
cool,stiletto,long,bold,party,Marble
warm,almond,short,bold,wedding,Glitter Gold
neutral,round,long,minimal,daily,Minimal Nude
warm,oval,long,bold,wedding,Glitter Gold
warm,almond,long,classic,daily,French Classic
warm,oval,short,minimal,party,Minimal Nude
cool,almond,medium,bold,party,Marble
cool,stiletto,short,bold,party,Marble
warm,almond,medium,minimal,wedding,Minimal Nude
neutral,stiletto,short,classic,date,French Classic
neutral,round,long,minimal,date,Minimal Nude
cool,round,medium,bold,daily,Cat Eye
warm,square,short,classic,wedding,French Classic
cool,square,medium,classic,date,Korean Pink
warm,coffin,long,minimal,wedding,Glitter Gold
neutral,almond,long,bold,date,Terracotta Swirl
cool,coffin,medium,minimal,daily,French Classic
cool,coffin,medium,classic,work,Korean Pink
neutral,squoval,long,bold,date,Terracotta Swirl
cool,square,medium,bold,date,Cat Eye
warm,round,short,classic,daily,French Classic
warm,oval,long,minimal,daily,Minimal Nude
neutral,stiletto,short,bold,party,Marble
cool,stiletto,long,classic,party,Korean Pink
warm,stiletto,long,bold,daily,Glitter Gold
warm,oval,medium,minimal,wedding,Minimal Nude
neutral,almond,medium,bold,work,Cat Eye
neutral,almond,medium,classic,daily,French Classic
warm,square,medium,bold,daily,Cat Eye
warm,square,medium,minimal,date,Minimal Nude
cool,round,long,classic,party,Korean Pink
warm,stiletto,long,classic,work,French Classic
neutral,squoval,medium,minimal,date,Minimal Nude
neutral,stiletto,long,classic,date,Korean Pink
cool,stiletto,medium,classic,work,Korean Pink
warm,square,long,bold,date,Glitter Gold
warm,almond,short,bold,date,Cat Eye
warm,almond,short,minimal,work,Minimal Nude
warm,squoval,long,bold,wedding,Glitter Gold
neutral,square,long,classic,party,Terracotta Swirl
neutral,squoval,long,minimal,date,Minimal Nude
cool,square,long,minimal,party,Marble
neutral,square,long,classic,date,Korean Pink
warm,round,short,classic,work,Minimal Nude
cool,square,long,bold,wedding,Marble
warm,almond,long,bold,party,Glitter Gold
neutral,squoval,medium,minimal,daily,Minimal Nude
cool,almond,medium,bold,work,Cat Eye
cool,stiletto,short,bold,daily,French Classic
neutral,squoval,medium,classic,wedding,Korean Pink
neutral,squoval,medium,classic,daily,French Classic
neutral,squoval,medium,minimal,date,Minimal Nude
neutral,almond,medium,minimal,daily,Minimal Nude
warm,almond,short,classic,date,French Classic
warm,stiletto,short,classic,work,French Classic
warm,stiletto,long,classic,date,Korean Pink
neutral,oval,short,classic,work,French Classic
cool,stiletto,long,bold,work,Cat Eye
neutral,almond,short,classic,party,French Classic
warm,almond,long,bold,wedding,Glitter Gold
neutral,round,short,bold,date,Cat Eye
cool,round,short,minimal,wedding,Korean Pink
warm,stiletto,medium,minimal,party,Minimal Nude
cool,stiletto,long,classic,party,Korean Pink
cool,round,medium,classic,wedding,Korean Pink
warm,square,short,bold,work,Minimal Nude
warm,almond,medium,classic,wedding,Korean Pink
cool,coffin,long,minimal,party,Marble
neutral,square,long,minimal,party,Terracotta Swirl
cool,almond,long,minimal,daily,Minimal Nude
warm,coffin,long,classic,party,Glitter Gold
neutral,coffin,short,bold,wedding,Terracotta Swirl
warm,round,medium,classic,work,French Classic
warm,coffin,medium,classic,wedding,Korean Pink
neutral,oval,short,minimal,party,Minimal Nude
cool,oval,long,classic,party,Korean Pink
neutral,square,medium,bold,party,Glitter Gold
neutral,stiletto,short,classic,wedding,Berry Jelly
neutral,almond,short,bold,date,Terracotta Swirl
cool,square,short,minimal,date,Minimal Nude
cool,square,short,classic,date,Korean Pink
cool,oval,long,minimal,party,Marble
neutral,almond,short,bold,work,French Classic
neutral,square,long,bold,party,Terracotta Swirl
cool,squoval,medium,classic,wedding,Korean Pink
warm,squoval,short,classic,wedding,French Classic
neutral,square,long,bold,work,Cat Eye
cool,oval,medium,bold,party,Marble
warm,square,medium,bold,work,Cat Eye
neutral,round,long,classic,date,Korean Pink
warm,squoval,medium,bold,work,Cat Eye
warm,square,short,classic,date,French Classic
warm,round,long,minimal,daily,Minimal Nude
cool,coffin,medium,classic,party,Korean Pink
cool,almond,medium,minimal,daily,Minimal Nude
neutral,square,long,bold,party,Terracotta Swirl
cool,square,medium,bold,wedding,Marble
warm,oval,medium,classic,party,Glitter Gold
cool,almond,medium,bold,wedding,Marble
neutral,coffin,medium,minimal,work,Minimal Nude
neutral,square,medium,classic,date,Berry Jelly
neutral,almond,medium,classic,date,Korean Pink
cool,square,long,minimal,party,Marble
warm,stiletto,long,classic,daily,French Classic
cool,oval,short,minimal,wedding,Korean Pink
cool,round,medium,minimal,wedding,Korean Pink
neutral,squoval,long,bold,daily,Terracotta Swirl
cool,coffin,long,classic,work,Korean Pink
warm,almond,medium,bold,wedding,Glitter Gold
warm,almond,long,minimal,party,Glitter Gold
cool,coffin,medium,minimal,daily,Minimal Nude
warm,almond,medium,minimal,daily,French Classic
neutral,coffin,short,bold,daily,French Classic
cool,coffin,short,classic,party,Korean Pink
neutral,square,long,minimal,party,Terracotta Swirl
neutral,almond,short,bold,wedding,Terracotta Swirl
warm,squoval,long,minimal,daily,Minimal Nude
cool,almond,short,bold,date,Cat Eye
neutral,squoval,medium,classic,work,French Classic
warm,stiletto,medium,classic,work,French Classic
neutral,stiletto,medium,bold,date,Cat Eye
warm,squoval,short,classic,work,French Classic
neutral,oval,medium,minimal,work,Minimal Nude
cool,stiletto,short,minimal,date,Korean Pink
warm,round,long,classic,wedding,Glitter Gold
neutral,square,long,minimal,party,Terracotta Swirl
neutral,oval,medium,classic,date,Korean Pink
warm,coffin,medium,bold,daily,Cat Eye
neutral,round,long,minimal,party,Terracotta Swirl
warm,stiletto,medium,bold,party,Glitter Gold
neutral,stiletto,short,classic,daily,French Classic
cool,oval,long,classic,work,Korean Pink
cool,stiletto,long,classic,daily,Korean Pink
neutral,stiletto,long,classic,party,Terracotta Swirl
warm,round,short,bold,work,Minimal Nude
warm,round,medium,bold,work,Cat Eye
warm,stiletto,medium,minimal,daily,Minimal Nude
neutral,almond,long,minimal,wedding,Terracotta Swirl
cool,squoval,medium,classic,wedding,Korean Pink
cool,squoval,medium,bold,work,Cat Eye
neutral,stiletto,medium,classic,wedding,Korean Pink
warm,almond,short,bold,date,Cat Eye
neutral,square,short,minimal,party,Minimal Nude
warm,almond,short,bold,wedding,Glitter Gold
warm,almond,long,bold,date,Glitter Gold
